filename,class,width,height,channels,aspect_ratio,total_pixels,file_size_mb,format
PAT_752_1426_714.png,PAT_752_1426_714.png,1279,1279,4,1.0,1635841,2.721181869506836,PNG
PAT_715_1339_508.png,PAT_715_1339_508.png,743,743,4,1.0,552049,0.9707241058349609,PNG
PAT_349_724_750.png,PAT_349_724_750.png,689,689,4,1.0,474721,0.8044919967651367,PNG
PAT_701_1321_156.png,PAT_701_1321_156.png,1025,1025,4,1.0,1050625,2.0736637115478516,PNG
PAT_1730_3236_7.png,PAT_1730_3236_7.png,750,750,3,1.0,562500,1.401780128479004,PNG
PAT_1755_3309_828.png,PAT_1755_3309_828.png,875,875,4,1.0,765625,0.8230352401733398,PNG
PAT_738_1552_843.png,PAT_738_1552_843.png,1440,1440,3,1.0,2073600,1.7198600769042969,PNG
PAT_2056_4364_112.png,PAT_2056_4364_112.png,1283,1283,4,1.0,1646089,2.936372756958008,PNG
PAT_330_1437_458.png,PAT_330_1437_458.png,1057,1057,4,1.0,1117249,2.1191539764404297,PNG
PAT_419_832_706.png,PAT_419_832_706.png,881,881,4,1.0,776161,1.1827402114868164,PNG
PAT_1942_3917_379.png,PAT_1942_3917_379.png,611,612,4,0.9983660130718954,373932,0.8051786422729492,PNG
PAT_330_1437_506.png,PAT_330_1437_506.png,1094,1094,3,1.0,1196836,0.6544122695922852,PNG
PAT_1392_1352_828.png,PAT_1392_1352_828.png,321,321,4,1.0,103041,0.1609935760498047,PNG
PAT_723_1396_338.png,PAT_723_1396_338.png,791,791,4,1.0,625681,1.0089712142944336,PNG
PAT_1946_3924_627.png,PAT_1946_3924_627.png,659,659,4,1.0,434281,0.5659971237182617,PNG
PAT_1393_1356_371.png,PAT_1393_1356_371.png,899,900,4,0.9988888888888889,809100,0.8073396682739258,PNG
PAT_166_3672_759.png,PAT_166_3672_759.png,1085,1086,4,0.9990791896869244,1178310,1.9578418731689453,PNG
PAT_1813_3562_195.png,PAT_1813_3562_195.png,1145,1145,4,1.0,1311025,1.5573663711547852,PNG
PAT_1714_3189_989.png,PAT_1714_3189_989.png,1520,1520,4,1.0,2310400,3.605072021484375,PNG
PAT_1306_1086_762.png,PAT_1306_1086_762.png,433,433,3,1.0,187489,0.1610727310180664,PNG
PAT_1826_3580_871.png,PAT_1826_3580_871.png,1414,1414,3,1.0,1999396,3.1540517807006836,PNG
PAT_1719_3203_18.png,PAT_1719_3203_18.png,632,632,4,1.0,399424,0.5730743408203125,PNG
PAT_2046_4323_394.png,PAT_2046_4323_394.png,402,402,4,1.0,161604,0.40236568450927734,PNG
PAT_1415_1437_527.png,PAT_1415_1437_527.png,640,640,3,1.0,409600,0.48017311096191406,PNG
PAT_1008_59_297.png,PAT_1008_59_297.png,721,721,4,1.0,519841,1.0035390853881836,PNG
PAT_354_1814_619.png,PAT_354_1814_619.png,650,650,3,1.0,422500,0.34551048278808594,PNG
PAT_1619_2774_616.png,PAT_1619_2774_616.png,306,306,3,1.0,93636,0.049564361572265625,PNG
PAT_1554_4170_992.png,PAT_1554_4170_992.png,1034,1034,3,1.0,1069156,1.3460540771484375,PNG
PAT_462_896_893.png,PAT_462_896_893.png,717,717,4,1.0,514089,0.8612680435180664,PNG
PAT_2016_4156_941.png,PAT_2016_4156_941.png,704,703,4,1.0014224751066856,494912,1.1778154373168945,PNG
PAT_93_361_203.png,PAT_93_361_203.png,314,314,3,1.0,98596,0.14371204376220703,PNG
PAT_2065_4412_407.png,PAT_2065_4412_407.png,1031,1032,4,0.999031007751938,1063992,1.682220458984375,PNG
PAT_1780_3380_542.png,PAT_1780_3380_542.png,589,589,4,1.0,346921,0.5629901885986328,PNG
PAT_1593_2652_422.png,PAT_1593_2652_422.png,750,750,3,1.0,562500,0.6971912384033203,PNG
PAT_1420_1460_951.png,PAT_1420_1460_951.png,458,458,3,1.0,209764,0.20087337493896484,PNG
PAT_738_1552_502.png,PAT_738_1552_502.png,1033,1033,3,1.0,1067089,0.9285802841186523,PNG
PAT_1586_2624_615.png,PAT_1586_2624_615.png,237,237,3,1.0,56169,0.04528999328613281,PNG
PAT_1583_2607_628.png,PAT_1583_2607_628.png,1049,1049,3,1.0,1100401,0.7462978363037109,PNG
PAT_838_1585_282.png,PAT_838_1585_282.png,605,605,4,1.0,366025,0.7249794006347656,PNG
PAT_544_3299_671.png,PAT_544_3299_671.png,1322,1322,3,1.0,1747684,1.9645071029663086,PNG
PAT_1404_1393_369.png,PAT_1404_1393_369.png,848,848,3,1.0,719104,0.4695243835449219,PNG
PAT_93_361_231.png,PAT_93_361_231.png,408,408,3,1.0,166464,0.17701435089111328,PNG
PAT_279_1393_118.png,PAT_279_1393_118.png,1151,1151,3,1.0,1324801,1.5589380264282227,PNG
PAT_1764_3336_981.png,PAT_1764_3336_981.png,763,764,4,0.9986910994764397,582932,1.309666633605957,PNG
PAT_1723_3218_111.png,PAT_1723_3218_111.png,1126,1126,3,1.0,1267876,1.7144794464111328,PNG
PAT_1304_1081_84.png,PAT_1304_1081_84.png,358,358,3,1.0,128164,0.09909439086914062,PNG
PAT_2053_4360_281.png,PAT_2053_4360_281.png,444,444,4,1.0,197136,0.3718690872192383,PNG
PAT_1332_1174_839.png,PAT_1332_1174_839.png,1048,1048,3,1.0,1098304,0.550044059753418,PNG
PAT_1494_1707_125.png,PAT_1494_1707_125.png,598,598,3,1.0,357604,0.268798828125,PNG
PAT_1286_1000_517.png,PAT_1286_1000_517.png,1084,1084,3,1.0,1175056,1.0433740615844727,PNG
PAT_1480_1673_701.png,PAT_1480_1673_701.png,795,796,4,0.9987437185929648,632820,1.4652442932128906,PNG
PAT_2049_4348_485.png,PAT_2049_4348_485.png,950,950,4,1.0,902500,1.0473155975341797,PNG
PAT_1709_3159_144.png,PAT_1709_3159_144.png,805,805,4,1.0,648025,0.8055782318115234,PNG
PAT_1377_3512_370.png,PAT_1377_3512_370.png,205,205,4,1.0,42025,0.10532188415527344,PNG
PAT_1701_3135_5.png,PAT_1701_3135_5.png,1275,1275,4,1.0,1625625,1.9775075912475586,PNG
PAT_1902_3790_168.png,PAT_1902_3790_168.png,512,512,4,1.0,262144,0.5329952239990234,PNG
PAT_59_46_537.png,PAT_59_46_537.png,187,187,4,1.0,34969,0.08348655700683594,PNG
PAT_1721_3219_737.png,PAT_1721_3219_737.png,1290,1290,3,1.0,1664100,2.9864282608032227,PNG
PAT_1734_3240_299.png,PAT_1734_3240_299.png,418,417,4,1.0023980815347722,174306,0.3601417541503906,PNG
PAT_270_1387_430.png,PAT_270_1387_430.png,1343,1343,4,1.0,1803649,2.492804527282715,PNG
PAT_1933_3883_413.png,PAT_1933_3883_413.png,716,716,4,1.0,512656,0.895085334777832,PNG
PAT_1626_2811_850.png,PAT_1626_2811_850.png,387,387,3,1.0,149769,0.08789730072021484,PNG
PAT_1221_766_430.png,PAT_1221_766_430.png,1164,1164,3,1.0,1354896,1.2292594909667969,PNG
PAT_1312_1102_578.png,PAT_1312_1102_578.png,1082,1082,4,1.0,1170724,1.0783891677856445,PNG
PAT_1286_1000_276.png,PAT_1286_1000_276.png,2021,2021,3,1.0,4084441,3.3894081115722656,PNG
PAT_1832_3597_594.png,PAT_1832_3597_594.png,1381,1381,4,1.0,1907161,2.8825836181640625,PNG
PAT_1582_2574_34.png,PAT_1582_2574_34.png,218,218,3,1.0,47524,0.07271480560302734,PNG
PAT_1618_2771_628.png,PAT_1618_2771_628.png,388,388,3,1.0,150544,0.13573265075683594,PNG
PAT_1942_3918_497.png,PAT_1942_3918_497.png,1084,1085,4,0.9990783410138249,1176140,1.420414924621582,PNG
PAT_1874_3687_799.png,PAT_1874_3687_799.png,1392,1392,3,1.0,1937664,1.3133325576782227,PNG
PAT_637_1217_274.png,PAT_637_1217_274.png,559,559,4,1.0,312481,0.5691862106323242,PNG
PAT_1554_2392_767.png,PAT_1554_2392_767.png,1465,1465,3,1.0,2146225,1.6366329193115234,PNG
PAT_1715_3184_989.png,PAT_1715_3184_989.png,1939,1939,3,1.0,3759721,4.822175979614258,PNG
PAT_504_953_569.png,PAT_504_953_569.png,692,692,4,1.0,478864,0.6658992767333984,PNG
PAT_1273_953_510.png,PAT_1273_953_510.png,992,992,4,1.0,984064,0.9341573715209961,PNG
PAT_267_1258_693.png,PAT_267_1258_693.png,757,756,4,1.0013227513227514,572292,0.5868587493896484,PNG
PAT_1800_3460_206.png,PAT_1800_3460_206.png,1465,1465,4,1.0,2146225,3.0257644653320312,PNG
PAT_1844_3618_373.png,PAT_1844_3618_373.png,469,469,4,1.0,219961,0.4237337112426758,PNG
PAT_373_2598_514.png,PAT_373_2598_514.png,956,956,3,1.0,913936,0.7962656021118164,PNG
PAT_851_4520_743.png,PAT_851_4520_743.png,1021,1022,4,0.9990215264187867,1043462,1.8236465454101562,PNG
PAT_1636_2869_595.png,PAT_1636_2869_595.png,729,729,3,1.0,531441,0.5781383514404297,PNG
PAT_1314_1108_442.png,PAT_1314_1108_442.png,285,285,4,1.0,81225,0.1496734619140625,PNG
PAT_1641_2886_284.png,PAT_1641_2886_284.png,432,432,3,1.0,186624,0.229278564453125,PNG
PAT_181_832_158.png,PAT_181_832_158.png,567,567,4,1.0,321489,0.5121898651123047,PNG
PAT_1978_4004_82.png,PAT_1978_4004_82.png,880,881,4,0.9988649262202043,775280,1.339202880859375,PNG
PAT_1956_3949_217.png,PAT_1956_3949_217.png,1909,1909,3,1.0,3644281,3.149721145629883,PNG
PAT_206_312_595.png,PAT_206_312_595.png,757,757,4,1.0,573049,0.9111337661743164,PNG
PAT_1306_1086_124.png,PAT_1306_1086_124.png,172,172,3,1.0,29584,0.03572368621826172,PNG
PAT_1871_3666_675.png,PAT_1871_3666_675.png,535,535,4,1.0,286225,0.4068622589111328,PNG
PAT_625_1184_412.png,PAT_625_1184_412.png,282,282,4,1.0,79524,0.17654991149902344,PNG
PAT_1783_3414_120.png,PAT_1783_3414_120.png,1399,1398,4,1.0007153075822603,1955802,3.132308006286621,PNG
PAT_574_1081_628.png,PAT_574_1081_628.png,401,401,4,1.0,160801,0.3803234100341797,PNG
PAT_625_1184_994.png,PAT_625_1184_994.png,492,492,4,1.0,242064,0.4157428741455078,PNG
PAT_838_1585_979.png,PAT_838_1585_979.png,1737,1736,4,1.0005760368663594,3015432,3.3010149002075195,PNG
PAT_87_133_159.png,PAT_87_133_159.png,247,247,4,1.0,61009,0.08132171630859375,PNG
PAT_1439_1522_211.png,PAT_1439_1522_211.png,2268,2268,3,1.0,5143824,4.194432258605957,PNG
PAT_872_1707_638.png,PAT_872_1707_638.png,469,469,4,1.0,219961,0.4403238296508789,PNG
PAT_1261_896_349.png,PAT_1261_896_349.png,397,397,3,1.0,157609,0.13820362091064453,PNG
PAT_1418_1447_360.png,PAT_1418_1447_360.png,385,385,3,1.0,148225,0.1162862777709961,PNG
PAT_1341_1212_539.png,PAT_1341_1212_539.png,1066,1066,3,1.0,1136356,0.5541954040527344,PNG
PAT_1942_3915_388.png,PAT_1942_3915_388.png,730,730,4,1.0,532900,0.9225778579711914,PNG
PAT_1420_1460_733.png,PAT_1420_1460_733.png,327,327,3,1.0,106929,0.13161659240722656,PNG
PAT_1783_3415_640.png,PAT_1783_3415_640.png,1089,1089,4,1.0,1185921,2.057217597961426,PNG
PAT_1988_4052_897.png,PAT_1988_4052_897.png,750,750,4,1.0,562500,0.9041748046875,PNG
PAT_1682_3050_600.png,PAT_1682_3050_600.png,763,763,3,1.0,582169,0.5116472244262695,PNG
PAT_1761_3329_837.png,PAT_1761_3329_837.png,1148,1148,4,1.0,1317904,2.1913986206054688,PNG
PAT_1790_3425_942.png,PAT_1790_3425_942.png,559,559,4,1.0,312481,0.6429672241210938,PNG
PAT_1554_2393_96.png,PAT_1554_2393_96.png,1152,1152,3,1.0,1327104,0.7019386291503906,PNG
PAT_745_1406_409.png,PAT_745_1406_409.png,556,556,4,1.0,309136,0.7438907623291016,PNG
PAT_1075_324_177.png,PAT_1075_324_177.png,315,315,4,1.0,99225,0.1676931381225586,PNG
PAT_1064_272_668.png,PAT_1064_272_668.png,271,271,3,1.0,73441,0.0881490707397461,PNG
PAT_939_1791_329.png,PAT_939_1791_329.png,1366,1367,4,0.9992684711046086,1867322,2.366093635559082,PNG
PAT_1406_1396_511.png,PAT_1406_1396_511.png,1086,1086,4,1.0,1179396,1.1499013900756836,PNG
PAT_1653_2916_994.png,PAT_1653_2916_994.png,648,648,3,1.0,419904,0.3390979766845703,PNG
PAT_1220_765_464.png,PAT_1220_765_464.png,629,629,3,1.0,395641,0.3692197799682617,PNG
PAT_1202_722_827.png,PAT_1202_722_827.png,996,996,3,1.0,992016,1.1988515853881836,PNG
PAT_1914_3822_863.png,PAT_1914_3822_863.png,264,264,4,1.0,69696,0.14148330688476562,PNG
PAT_194_298_945.png,PAT_194_298_945.png,271,271,3,1.0,73441,0.0943746566772461,PNG
PAT_1764_3335_366.png,PAT_1764_3335_366.png,345,345,4,1.0,119025,0.2728309631347656,PNG
PAT_1408_1406_950.png,PAT_1408_1406_950.png,627,628,4,0.9984076433121019,393756,0.7556295394897461,PNG
PAT_1582_2574_890.png,PAT_1582_2574_890.png,332,332,3,1.0,110224,0.18723106384277344,PNG
PAT_194_298_367.png,PAT_194_298_367.png,717,717,4,1.0,514089,0.7608680725097656,PNG
PAT_1550_1888_216.png,PAT_1550_1888_216.png,437,437,4,1.0,190969,0.3818807601928711,PNG
PAT_764_1448_499.png,PAT_764_1448_499.png,487,487,3,1.0,237169,0.26235008239746094,PNG
PAT_1203_724_762.png,PAT_1203_724_762.png,1047,1047,4,1.0,1096209,2.7701168060302734,PNG
PAT_731_1387_634.png,PAT_731_1387_634.png,542,542,4,1.0,293764,0.6387157440185547,PNG
PAT_2048_4333_63.png,PAT_2048_4333_63.png,1041,1041,3,1.0,1083681,1.1521177291870117,PNG
PAT_887_1688_436.png,PAT_887_1688_436.png,1575,1574,4,1.0006353240152477,2479050,2.4729089736938477,PNG
PAT_431_850_472.png,PAT_431_850_472.png,372,372,4,1.0,138384,0.3374176025390625,PNG
PAT_355_732_102.png,PAT_355_732_102.png,600,600,4,1.0,360000,0.8073711395263672,PNG
PAT_15_23_240.png,PAT_15_23_240.png,817,817,4,1.0,667489,1.1681480407714844,PNG
PAT_86_1109_306.png,PAT_86_1109_306.png,466,466,3,1.0,217156,0.3951835632324219,PNG
PAT_168_1486_97.png,PAT_168_1486_97.png,651,650,4,1.0015384615384615,423150,0.9103899002075195,PNG
PAT_570_1085_344.png,PAT_570_1085_344.png,1136,1136,4,1.0,1290496,1.710453987121582,PNG
PAT_212_326_597.png,PAT_212_326_597.png,1458,1458,3,1.0,2125764,1.1235179901123047,PNG
PAT_781_1474_517.png,PAT_781_1474_517.png,461,461,4,1.0,212521,0.4138908386230469,PNG
PAT_535_1010_303.png,PAT_535_1010_303.png,604,604,4,1.0,364816,0.5825948715209961,PNG
PAT_517_971_88.png,PAT_517_971_88.png,640,640,3,1.0,409600,0.915919303894043,PNG
PAT_985_1856_91.png,PAT_985_1856_91.png,490,490,4,1.0,240100,0.5353908538818359,PNG
PAT_553_1049_461.png,PAT_553_1049_461.png,322,322,4,1.0,103684,0.22554302215576172,PNG
PAT_1322_1137_201.png,PAT_1322_1137_201.png,355,355,3,1.0,126025,0.09091377258300781,PNG
PAT_1276_957_406.png,PAT_1276_957_406.png,1146,1145,4,1.000873362445415,1312170,3.022181510925293,PNG
PAT_1286_999_846.png,PAT_1286_999_846.png,1735,1735,3,1.0,3010225,1.9256553649902344,PNG
PAT_906_1722_328.png,PAT_906_1722_328.png,1522,1522,4,1.0,2316484,2.523259162902832,PNG
PAT_416_824_540.png,PAT_416_824_540.png,907,907,4,1.0,822649,1.2126026153564453,PNG
PAT_346_720_265.png,PAT_346_720_265.png,964,963,4,1.0010384215991692,928332,1.259840965270996,PNG
PAT_185_285_862.png,PAT_185_285_862.png,1346,1346,4,1.0,1811716,2.303593635559082,PNG
PAT_453_883_719.png,PAT_453_883_719.png,727,727,4,1.0,528529,0.9162502288818359,PNG
PAT_112_168_360.png,PAT_112_168_360.png,620,620,4,1.0,384400,0.814723014831543,PNG
PAT_776_1466_241.png,PAT_776_1466_241.png,967,967,3,1.0,935089,0.7876949310302734,PNG
PAT_650_1241_329.png,PAT_650_1241_329.png,412,412,4,1.0,169744,0.41809654235839844,PNG
PAT_380_773_542.png,PAT_380_773_542.png,1724,1724,4,1.0,2972176,4.505502700805664,PNG
PAT_830_1565_911.png,PAT_830_1565_911.png,370,370,4,1.0,136900,0.28051185607910156,PNG
PAT_84_128_233.png,PAT_84_128_233.png,193,193,3,1.0,37249,0.06682395935058594,PNG
PAT_303_652_342.png,PAT_303_652_342.png,1535,1534,4,1.0006518904823989,2354690,3.380246162414551,PNG
PAT_224_343_782.png,PAT_224_343_782.png,709,709,4,1.0,502681,0.8889036178588867,PNG
PAT_272_419_906.png,PAT_272_419_906.png,747,746,4,1.0013404825737264,557262,1.1481409072875977,PNG
PAT_904_1737_511.png,PAT_904_1737_511.png,1979,1979,4,1.0,3916441,6.818455696105957,PNG
PAT_778_1471_911.png,PAT_778_1471_911.png,563,563,4,1.0,316969,0.6318788528442383,PNG
PAT_626_1187_34.png,PAT_626_1187_34.png,1082,1082,4,1.0,1170724,2.1025962829589844,PNG
PAT_935_1783_687.png,PAT_935_1783_687.png,750,750,3,1.0,562500,1.2243719100952148,PNG
PAT_897_1710_793.png,PAT_897_1710_793.png,1335,1335,4,1.0,1782225,2.5063438415527344,PNG
PAT_170_264_785.png,PAT_170_264_785.png,686,686,3,1.0,470596,0.575352668762207,PNG
PAT_141_209_438.png,PAT_141_209_438.png,377,378,4,0.9973544973544973,142506,0.2817525863647461,PNG
PAT_1452_1564_377.png,PAT_1452_1564_377.png,596,596,3,1.0,355216,0.326507568359375,PNG
PAT_268_413_643.png,PAT_268_413_643.png,1337,1337,4,1.0,1787569,2.6345720291137695,PNG
PAT_330_698_302.png,PAT_330_698_302.png,1186,1186,3,1.0,1406596,1.6882667541503906,PNG
PAT_308_661_184.png,PAT_308_661_184.png,2448,2448,3,1.0,5992704,6.115262985229492,PNG
PAT_207_313_709.png,PAT_207_313_709.png,553,553,4,1.0,305809,0.5055627822875977,PNG
PAT_467_904_535.png,PAT_467_904_535.png,755,755,4,1.0,570025,0.9377346038818359,PNG
PAT_1460_1598_959.png,PAT_1460_1598_959.png,972,972,3,1.0,944784,0.6474275588989258,PNG
PAT_272_420_10.png,PAT_272_420_10.png,1175,1175,4,1.0,1380625,3.0622634887695312,PNG
PAT_557_1058_309.png,PAT_557_1058_309.png,979,979,3,1.0,958441,1.340317726135254,PNG
PAT_312_668_480.png,PAT_312_668_480.png,257,257,4,1.0,66049,0.15517139434814453,PNG
PAT_947_1798_946.png,PAT_947_1798_946.png,1291,1291,4,1.0,1666681,2.3820295333862305,PNG
PAT_669_1265_76.png,PAT_669_1265_76.png,747,746,4,1.0013404825737264,557262,0.8282585144042969,PNG
PAT_245_376_24.png,PAT_245_376_24.png,1026,1026,4,1.0,1052676,1.8733062744140625,PNG
PAT_529_994_419.png,PAT_529_994_419.png,729,729,4,1.0,531441,0.803253173828125,PNG
PAT_193_297_295.png,PAT_193_297_295.png,501,500,4,1.002,250500,0.4816465377807617,PNG
PAT_97_151_587.png,PAT_97_151_587.png,325,325,3,1.0,105625,0.16643619537353516,PNG
PAT_145_216_158.png,PAT_145_216_158.png,1383,1383,3,1.0,1912689,1.5771493911743164,PNG
PAT_813_1619_543.png,PAT_813_1619_543.png,961,961,4,1.0,923521,1.3823184967041016,PNG
PAT_943_1793_256.png,PAT_943_1793_256.png,2147,2147,3,1.0,4609609,4.938265800476074,PNG
PAT_451_878_634.png,PAT_451_878_634.png,570,570,4,1.0,324900,0.4722757339477539,PNG
PAT_527_1360_225.png,PAT_527_1360_225.png,977,976,4,1.0010245901639345,953552,1.5425996780395508,PNG
PAT_551_1047_567.png,PAT_551_1047_567.png,721,721,4,1.0,519841,0.5158348083496094,PNG
PAT_40_56_160.png,PAT_40_56_160.png,750,750,4,1.0,562500,0.8491783142089844,PNG
PAT_251_382_240.png,PAT_251_382_240.png,975,975,4,1.0,950625,1.8876304626464844,PNG
PAT_242_369_930.png,PAT_242_369_930.png,258,258,4,1.0,66564,0.1609640121459961,PNG
PAT_1013_82_876.png,PAT_1013_82_876.png,1553,1554,4,0.9993564993564994,2413362,3.806870460510254,PNG
PAT_1072_318_856.png,PAT_1072_318_856.png,503,503,4,1.0,253009,0.3262596130371094,PNG
PAT_269_415_906.png,PAT_269_415_906.png,294,294,3,1.0,86436,0.1318826675415039,PNG
PAT_243_372_119.png,PAT_243_372_119.png,347,347,4,1.0,120409,0.23484420776367188,PNG
PAT_328_692_681.png,PAT_328_692_681.png,367,367,4,1.0,134689,0.2931985855102539,PNG
PAT_286_1459_666.png,PAT_286_1459_666.png,288,288,3,1.0,82944,0.057196617126464844,PNG
PAT_197_301_449.png,PAT_197_301_449.png,490,490,4,1.0,240100,0.43515491485595703,PNG
PAT_1423_1472_18.png,PAT_1423_1472_18.png,760,760,3,1.0,577600,0.39594554901123047,PNG
PAT_459_892_804.png,PAT_459_892_804.png,708,708,4,1.0,501264,1.149275779724121,PNG
PAT_406_1542_754.png,PAT_406_1542_754.png,2024,2024,3,1.0,4096576,2.7569150924682617,PNG
PAT_442_863_795.png,PAT_442_863_795.png,508,509,4,0.9980353634577603,258572,0.4718027114868164,PNG
PAT_480_921_1.png,PAT_480_921_1.png,531,531,3,1.0,281961,0.2845287322998047,PNG
PAT_463_897_440.png,PAT_463_897_440.png,533,533,3,1.0,284089,0.19060420989990234,PNG
PAT_364_749_377.png,PAT_364_749_377.png,313,313,4,1.0,97969,0.2434062957763672,PNG
PAT_135_202_593.png,PAT_135_202_593.png,394,394,3,1.0,155236,0.18578624725341797,PNG
PAT_159_246_630.png,PAT_159_246_630.png,543,542,4,1.0018450184501846,294306,0.5510473251342773,PNG
PAT_691_1311_890.png,PAT_691_1311_890.png,1133,1133,3,1.0,1283689,1.7091665267944336,PNG
PAT_385_783_574.png,PAT_385_783_574.png,1677,1678,4,0.9994040524433849,2814006,3.674178123474121,PNG
PAT_474_912_879.png,PAT_474_912_879.png,773,772,4,1.0012953367875648,596756,1.0215129852294922,PNG
PAT_1460_1598_746.png,PAT_1460_1598_746.png,1653,1653,3,1.0,2732409,1.2163190841674805,PNG
PAT_202_307_927.png,PAT_202_307_927.png,588,587,4,1.0017035775127767,345156,0.457061767578125,PNG
PAT_306_1646_971.png,PAT_306_1646_971.png,345,345,3,1.0,119025,0.15202045440673828,PNG
PAT_737_1394_936.png,PAT_737_1394_936.png,542,541,4,1.0018484288354899,293222,0.5471572875976562,PNG
PAT_935_1781_341.png,PAT_935_1781_341.png,750,750,3,1.0,562500,1.2313060760498047,PNG
PAT_938_1789_693.png,PAT_938_1789_693.png,234,234,4,1.0,54756,0.13784217834472656,PNG
PAT_613_1164_827.png,PAT_613_1164_827.png,1045,1045,4,1.0,1092025,1.3152990341186523,PNG
PAT_1020_111_593.png,PAT_1020_111_593.png,486,486,4,1.0,236196,0.42507171630859375,PNG
PAT_514_968_269.png,PAT_514_968_269.png,1598,1598,4,1.0,2553604,5.187747955322266,PNG
PAT_423_839_596.png,PAT_423_839_596.png,277,277,3,1.0,76729,0.10042667388916016,PNG
PAT_520_983_932.png,PAT_520_983_932.png,1017,1018,4,0.9990176817288802,1035306,2.3172435760498047,PNG
PAT_544_1028_226.png,PAT_544_1028_226.png,428,427,4,1.0023419203747073,182756,0.3521871566772461,PNG
PAT_858_1633_926.png,PAT_858_1633_926.png,967,967,4,1.0,935089,1.498250961303711,PNG
PAT_684_1302_588.png,PAT_684_1302_588.png,896,896,4,1.0,802816,1.0001468658447266,PNG
PAT_413_819_268.png,PAT_413_819_268.png,1207,1207,4,1.0,1456849,2.4382896423339844,PNG
PAT_1340_1207_304.png,PAT_1340_1207_304.png,549,549,3,1.0,301401,0.4529561996459961,PNG
